departamento,provincia,distrito,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
HUANCAVELICA,HUAYTARA,SAN ISIDRO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,243,57.72,54.73,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,HUANZA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,243,64.973,62.791,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,HUANGASCAR,14,PARTIDO POLITICO NACIONAL PERU LIBRE,243,64.973,61.99,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LORETO,REQUENA,TAPICHE,7,FUERZA POPULAR,244,60.546,59.223,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,7,FUERZA POPULAR,247,25.729,24.311,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,ACOBAMBA,ANTA,7,FUERZA POPULAR,247,10.352,9.782,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANUCO,HUAMALIES,TANTAMAYO,7,FUERZA POPULAR,247,26.221,24.287,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,247,57.309,54.889,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AYACUCHO,CANGALLO,PARAS,7,FUERZA POPULAR,248,11.212,10.549,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,CANCHIS,PITUMARCA,7,FUERZA POPULAR,248,5.864,5.573,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,ACOBAMBA,CAJA,7,FUERZA POPULAR,248,20.581,19.482,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,CASTROVIRREYNA,TANTARA,7,FUERZA POPULAR,248,60.636,57.809,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,EL PARCO,7,FUERZA POPULAR,250,26.596,25.589,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,YAUYOS,7,FUERZA POPULAR,250,31.017,27.778,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,SIHUAS,QUICHES,7,FUERZA POPULAR,251,24.705,22.531,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,ABANCAY,CIRCA,7,FUERZA POPULAR,251,14.046,13.59,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,CALCA,LAMAY,7,FUERZA POPULAR,251,7.149,6.699,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,SAN DAMIAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,251,27.889,26.759,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AREQUIPA,CARAVELI,YAUCA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,252,24.466,23.841,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,PUNO,ATUNCOLLA,7,FUERZA POPULAR,252,7.412,7.182,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,SUCCHA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,253,60.095,56.982,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
APURIMAC,AYMARAES,HUAYLLO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,253,76.9,73.547,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AREQUIPA,LA UNION,CHARCANA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,253,83.775,80.317,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AYACUCHO,LUCANAS,HUAC-HUAS,7,FUERZA POPULAR,253,35.989,34.945,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PIURA,TALARA,LOBITOS,14,PARTIDO POLITICO NACIONAL PERU LIBRE,253,31.312,29.35,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,7,FUERZA POPULAR,254,67.553,65.803,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARI,RAHUAPAMPA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,255,67.46,63.591,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,CELENDIN,JORGE CHAVEZ,14,PARTIDO POLITICO NACIONAL PERU LIBRE,255,61.743,59.028,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,SAN MIGUEL,CATILLUC,7,FUERZA POPULAR,255,14.757,14.326,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,ACOMAYO,ACOMAYO,7,FUERZA POPULAR,255,9.98,9.307,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANUCO,MARAÑON,LA MORADA,7,FUERZA POPULAR,255,17.394,16.252,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,7,FUERZA POPULAR,255,35.27,33.73,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,PUNO,TIQUILLACA,7,FUERZA POPULAR,255,14.538,13.769,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,ANTA,PUCYURA,7,FUERZA POPULAR,256,10.912,10.335,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,CAMANA,QUILCA,7,FUERZA POPULAR,257,39.599,38.301,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,7,FUERZA POPULAR,258,18.042,16.206,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,LIMA,SANTA MARIA DEL MAR,14,PARTIDO POLITICO NACIONAL PERU LIBRE,258,21.044,20.492,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,BALSAS,7,FUERZA POPULAR,259,41.308,39.422,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,LA UNION,TORO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,259,90.244,85.762,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,TAYACAJA,HUARIBAMBA,7,FUERZA POPULAR,259,12.165,11.39,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,7,FUERZA POPULAR,259,9.059,8.715,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,ANTA,CACHIMAYO,7,FUERZA POPULAR,260,17.368,16.529,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,261,52.41,48.968,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,SHILLA,7,FUERZA POPULAR,261,12.411,11.116,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,MARISCAL LUZURIAGA,LLUMPA,7,FUERZA POPULAR,261,9.512,8.591,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,7,FUERZA POPULAR,261,36.761,34.118,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,MADEAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,261,55.297,51.889,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,TUPE,14,PARTIDO POLITICO NACIONAL PERU LIBRE,262,74.432,70.811,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,PUNO,MAÑAZO,7,FUERZA POPULAR,262,7.724,7.345,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,OYON,NAVAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,263,52.39,51.367,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,SOLOCO,7,FUERZA POPULAR,264,34.021,32,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANUCO,LAURICOCHA,QUEROPALCA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,264,80.734,76.522,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
JUNIN,CONCEPCION,MANZANARES,7,FUERZA POPULAR,264,26.165,25.263,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LA LIBERTAD,GRAN CHIMU,MARMOT,14,PARTIDO POLITICO NACIONAL PERU LIBRE,264,33.803,29.864,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,AZANGARO,ARAPA,7,FUERZA POPULAR,264,5.14,4.937,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,CHETO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,265,69.737,62.061,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARMEY,HUAYAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,265,55.907,53.644,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,ACOBAMBA,POMACOCHA,7,FUERZA POPULAR,265,16.338,15.362,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,7,FUERZA POPULAR,265,18.794,18.052,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,AYAUCA,7,FUERZA POPULAR,265,34.326,33.25,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,HUANCANE,VILQUE CHICO,7,FUERZA POPULAR,265,4.233,4.059,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,ABANCAY,LAMBRAMA,7,FUERZA POPULAR,266,13.475,12.782,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,CAYLLOMA,TAPAY,14,PARTIDO POLITICO NACIONAL PERU LIBRE,266,80.606,76.657,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,7,FUERZA POPULAR,266,37.36,35.514,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PASCO,PASCO,PALLANCHACRA,7,FUERZA POPULAR,266,20.121,19.43,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,ANDAHUAYLAS,TURPO,7,FUERZA POPULAR,267,12.071,11.484,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,CHINCHEROS,ONGOY,7,FUERZA POPULAR,267,21.411,20.304,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,PAUCARTAMBO,HUANCARANI,7,FUERZA POPULAR,267,6.818,6.506,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
JUNIN,JAUJA,MUQUI,7,FUERZA POPULAR,267,45.876,42.926,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LONYA CHICO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,268,62.326,59.031,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,14,PARTIDO POLITICO NACIONAL PERU LIBRE,268,62.471,57.759,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,CHOTA,PACCHA,7,FUERZA POPULAR,268,10.789,10.171,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,CANAS,YANAOCA,7,FUERZA POPULAR,268,5.061,4.758,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,SHIPASBAMBA,7,FUERZA POPULAR,269,30.813,28.77,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,AREQUIPA,QUEQUEÑA,7,FUERZA POPULAR,269,21.781,20.708,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CUSCO,ANTA,ZURITE,7,FUERZA POPULAR,269,10.917,10.463,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANUCO,DOS DE MAYO,MARIAS,7,FUERZA POPULAR,269,11.457,10.73,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,SAN MIGUEL,NANCHOC,7,FUERZA POPULAR,270,38.961,37.088,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUANCAVELICA,PILCHACA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,270,74.792,69.948,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LA LIBERTAD,PATAZ,PIAS,7,FUERZA POPULAR,270,36,33.582,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,AZANGARO,SAN ANTON,7,FUERZA POPULAR,270,5.671,5.481,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,AYMARAES,TAPAIRIHUA,7,FUERZA POPULAR,271,22.621,21.872,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,HUALGAYOC,CHUGUR,7,FUERZA POPULAR,271,14.898,14.278,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,SAN MIGUEL,BOLIVAR,7,FUERZA POPULAR,271,35.799,34.217,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUAYTARA,AYAVI,14,PARTIDO POLITICO NACIONAL PERU LIBRE,271,60.762,58.531,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,LAMPA,CABANILLA,7,FUERZA POPULAR,271,6.903,6.685,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,AYMARAES,SORAYA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,272,72.149,68.687,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ICA,CHINCHA,SAN PEDRO DE HUACARPANA,7,FUERZA POPULAR,272,38.527,37.83,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
JUNIN,JAUJA,HUARIPAMPA,7,FUERZA POPULAR,272,46.575,41.846,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,AZANGARO,ASILLO,7,FUERZA POPULAR,272,2.774,2.684,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AYACUCHO,LUCANAS,AUCARA,7,FUERZA POPULAR,273,28.95,27.273,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,MARISCAL LUZURIAGA,LUCMA,7,FUERZA POPULAR,274,18.267,16.466,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,YAUYOS,COLONIA,7,FUERZA POPULAR,274,35.083,32.854,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,HUANCANE,COJATA,7,FUERZA POPULAR,274,9.631,9.198,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,7,FUERZA POPULAR,274,5.782,5.599,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,AMASHCA,7,FUERZA POPULAR,275,23.424,21.705,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,CONDESUYOS,IRAY,14,PARTIDO POLITICO NACIONAL PERU LIBRE,275,73.333,70.876,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
JUNIN,HUANCAYO,CHICCHE,14,PARTIDO POLITICO NACIONAL PERU LIBRE,275,58.017,54.134,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
JUNIN,JAUJA,JULCAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,275,47.251,43.79,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,7,FUERZA POPULAR,276,25.674,23.752,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,276,85.714,80.938,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,PARIAHUANCA,7,FUERZA POPULAR,277,30.676,27.895,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PIURA,PAITA,ARENAL,7,FUERZA POPULAR,277,36.835,33.822,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,CELENDIN,CORTEGANA,7,FUERZA POPULAR,278,10.172,9.796,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,CHURCAMPA,ANCO,7,FUERZA POPULAR,278,10.885,10.202,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,CALLAHUANCA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,278,45.425,43.918,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,SANDIA,ALTO INAMBARI,7,FUERZA POPULAR,278,8.276,7.945,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,TAYACAJA,QUISHUAR,14,PARTIDO POLITICO NACIONAL PERU LIBRE,279,71.907,67.229,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AYACUCHO,VICTOR FAJARDO,APONGO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,280,83.832,76.923,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AYACUCHO,SUCRE,SORAS,14,PARTIDO POLITICO NACIONAL PERU LIBRE,280,70,62.5,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,281,71.501,66.588,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,LA PAMPA,7,FUERZA POPULAR,281,57.819,55.315,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,CAJAMARCA,CHETILLA,7,FUERZA POPULAR,281,14.163,12.726,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,7,FUERZA POPULAR,281,14.575,13.608,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LIMA,CANTA,HUAROS,14,PARTIDO POLITICO NACIONAL PERU LIBRE,281,47.386,45.469,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,MELGAR,SANTA ROSA,7,FUERZA POPULAR,281,7.981,7.667,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,282,85.976,80.114,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,7,FUERZA POPULAR,283,36.849,33.852,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,LA UNION,TOMEPAMPA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,283,78.177,72.379,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
CAJAMARCA,SAN MIGUEL,TONGOD,7,FUERZA POPULAR,283,17.578,17.11,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,TAYACAJA,QUICHUAS,7,FUERZA POPULAR,283,12.363,11.733,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LORETO,ALTO AMAZONAS,SANTA CRUZ,7,FUERZA POPULAR,283,18.424,17.567,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUAYTARA,TAMBO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,284,55.577,53.184,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUAROCHIRI,LANGA,7,FUERZA POPULAR,284,49.135,47.412,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,CORONGO,7,FUERZA POPULAR,285,40.141,36.917,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,HUAYLAS,HUALLANCA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,285,56.324,52.007,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
ANCASH,HUAYLAS,SANTO TORIBIO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,285,55.447,50.532,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
JUNIN,HUANCAYO,CHONGOS ALTO,7,FUERZA POPULAR,285,37.748,34.714,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
LORETO,REQUENA,CAPELO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,285,24.783,23.671,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,VALERA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,286,48.722,46.055,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
AYACUCHO,VILCAS HUAMAN,VISCHONGO,7,FUERZA POPULAR,286,14.054,13.083,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,HUAYTARA,QUITO-ARMA,14,PARTIDO POLITICO NACIONAL PERU LIBRE,286,74.674,71.144,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
HUANUCO,LAURICOCHA,BAÑOS,7,FUERZA POPULAR,286,20.83,19.482,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ICA,CHINCHA,CHAVIN,7,FUERZA POPULAR,286,18.464,17.942,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
APURIMAC,GRAU,TURPAY,14,PARTIDO POLITICO NACIONAL PERU LIBRE,287,80.845,77.568,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,CANTA,LACHAQUI,14,PARTIDO POLITICO NACIONAL PERU LIBRE,287,45.556,43.75,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
PUNO,SANDIA,SAN JUAN DEL ORO,7,FUERZA POPULAR,287,12.099,11.772,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AREQUIPA,CONDESUYOS,ANDARAY,14,PARTIDO POLITICO NACIONAL PERU LIBRE,288,90.566,86.747,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,14,PARTIDO POLITICO NACIONAL PERU LIBRE,288,58.182,56.582,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUAURA,LEONCIO PRADO,14,PARTIDO POLITICO NACIONAL PERU LIBRE,288,23.529,22.985,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
LIMA,HUARAL,SAN MIGUEL DE ACOS,7,FUERZA POPULAR,288,61.803,60.125,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AYACUCHO,LUCANAS,LLAUTA,7,FUERZA POPULAR,289,47.377,46.24,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,7,FUERZA POPULAR,289,18.431,17.763,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SANTA CATALINA,7,FUERZA POPULAR,290,43.544,42.09,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T13:48:00Z,95.0021
ANCASH,OCROS,CONGAS,14,PARTIDO POLITICO NACIONAL PERU LIBRE,290,55.028,52.92,JOSE PEDRO CASTILLO TERRONES,2021-06-08T13:48:00Z,95.0021
