departamento,provincia,distrito,CCODI_UBIGEO,CONTABILIZA,CONT_NORMAL,IMPUGNADA,ERROR_MAT,MESAS_INSTALADAS,ACTAS_PROCESADAS,SOL_NULIDAD,ILEGIBLE,PENDIENTE,OTRAS_OBS,SIN_DATOS,CONT_ANULADA,POR_PROCESAR,EXTRAVIADA,SINIESTRADA,INCOMPLETA,SIN_FIRMA,A_INSTALAR,MESAS_NO_INST,FUSIONADAS,NTOTAL_AUTO,MESAS_HABILES,TOT_CIUDADANOS_VOTARON,ELECTORES_HABIL,ELECTORES_HABIL_50,TOTAL_JEE,updated,avance
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,10101,72,72,1,0,73,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,73,14781,20519,10260,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,ASUNCION,10102,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,158,285,143,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,BALSAS,10103,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,657,1012,506,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,CHETO,10104,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,427,587,294,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,CHILIQUIN,10105,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,383,732,366,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,10106,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,695,1523,762,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,GRANADA,10107,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,295,427,214,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,HUANCAS,10108,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,328,418,209,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,LA JALCA,10109,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2891,3919,1960,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,10110,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1671,2580,1290,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,LEVANTO,10111,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,685,891,446,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MAGDALENA,10112,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,544,720,360,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,10113,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,533,814,407,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,10114,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1399,1889,945,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,10115,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,422,591,296,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,OLLEROS,10116,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,378,189,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,QUINJALCA,10117,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,463,780,390,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,10118,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,213,299,150,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,10119,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,397,524,262,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,SOLOCO,10120,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,825,1260,630,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CHACHAPOYAS,SONCHE,10121,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,199,304,152,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,LA PECA,10201,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,4775,7442,3721,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,ARAMANGO,10202,30,30,0,0,31,31,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,31,5330,8226,4113,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,COPALLIN,10203,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2964,4212,2106,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,EL PARCO,10204,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,977,1303,652,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,BAGUA,10205,63,63,1,0,64,64,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,64,13662,18422,9211,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BAGUA,IMAZA,10206,73,73,0,0,74,74,0,0,5,0,0,0,5,0,0,1,0,79,0,0,0,79,9968,20340,10170,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,JUMBILLA,10301,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,598,863,432,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,COROSHA,10302,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,500,675,338,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,CUISPES,10303,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,436,622,311,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,CHISQUILLA,10304,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,306,407,204,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,CHURUJA,10305,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,355,178,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,FLORIDA,10306,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3246,4510,2255,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,RECTA,10307,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,191,288,144,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,SAN CARLOS,10308,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,329,442,221,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,SHIPASBAMBA,10309,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,935,1378,689,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,VALERA,10310,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,621,872,436,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,YAMBRASBAMBA,10311,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3061,4518,2259,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,BONGARA,JAZAN,10312,21,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,4103,5987,2994,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LAMUD,10401,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1150,1682,841,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,CAMPORREDONDO,10402,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3095,4413,2207,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,COCABAMBA,10403,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,674,1446,723,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,COLCAMAR,10404,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1157,1701,851,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,CONILA,10405,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,988,1497,749,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,INGUILPATA,10406,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,338,491,246,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LONGUITA,10407,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,546,759,380,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LONYA CHICO,10408,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,454,790,395,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LUYA,10409,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2154,2953,1477,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,LUYA VIEJO,10410,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,251,328,164,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,MARIA,10411,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,486,735,368,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,OCALLI,10412,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1555,2428,1214,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,OCUMAL,10413,9,9,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1451,2425,1213,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,PISUQUIA,10414,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,1626,3799,1900,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SAN CRISTOBAL,10415,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,365,530,265,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,10416,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,388,596,298,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SAN JERONIMO,10417,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,397,714,357,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,10418,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,292,473,237,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SANTA CATALINA,10419,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,689,1301,651,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,SANTO TOMAS,10420,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1490,2588,1294,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,TINGO,10421,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,802,1106,553,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,TRITA,10422,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,711,959,480,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,LUYA,PROVIDENCIA,10423,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,596,1079,540,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,10501,12,12,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2378,3502,1751,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,10502,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,464,603,302,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,10503,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,983,1764,882,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,10504,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1614,2304,1152,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,10505,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,836,1355,678,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,10506,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1002,1365,683,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,10507,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,344,572,286,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,10508,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1116,1532,766,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,10509,25,25,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,3850,6571,3286,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,10510,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,350,491,246,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,10511,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,407,204,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,10512,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1008,1820,910,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CONDORCANQUI,NIEVA,10601,66,66,1,0,68,68,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,68,8024,18529,9265,2,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,10602,33,33,0,0,35,35,0,0,1,1,0,0,1,0,0,0,1,36,0,0,0,36,3511,9304,4652,2,2021-06-08T13:48:00Z,95.0021
AMAZONAS,CONDORCANQUI,EL CENEPA,10603,29,29,0,0,29,29,0,0,5,0,0,0,5,0,0,0,0,34,0,0,0,34,3553,8118,4059,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,134,134,0,1,135,135,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,135,27242,39392,19696,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,CAJARURO,10702,72,72,0,1,73,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,73,13883,20283,10142,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,CUMBA,10703,24,24,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,4265,6268,3134,1,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,EL MILAGRO,10704,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2951,4212,2106,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,JAMALCA,10705,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,3672,5373,2687,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,4976,7167,3584,0,2021-06-08T13:48:00Z,95.0021
AMAZONAS,UTCUBAMBA,YAMON,10707,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1611,2636,1318,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,HUARAZ,20101,174,174,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,174,39381,50781,25391,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,INDEPENDENCIA,20102,179,179,0,1,180,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,180,41626,53111,26556,1,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,COCHABAMBA,20103,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,794,1555,778,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,COLCABAMBA,20104,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,175,282,141,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,HUANCHAY,20105,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1048,1671,836,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,JANGAS,20106,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3454,4176,2088,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,LA LIBERTAD,20107,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,783,1170,585,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,OLLEROS,20108,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1988,2601,1301,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,PAMPAS,20109,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,650,1066,533,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,PARIACOTO,20110,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,2822,3996,1998,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,PIRA,20111,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2355,3571,1786,0,2021-06-08T13:48:00Z,95.0021
ANCASH,HUARAZ,TARICA,20112,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,4087,5080,2540,0,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,AIJA,20201,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1091,1587,794,0,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,CORIS,20203,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,860,1421,711,0,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,HUACLLAN,20205,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,263,389,195,0,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,LA MERCED,20206,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1287,1735,868,0,2021-06-08T13:48:00Z,95.0021
ANCASH,AIJA,SUCCHA,20208,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,444,685,343,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,CHIQUIAN,20301,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,1924,3095,1548,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,20302,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,123,229,115,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,AQUIA,20304,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1105,1723,862,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,CAJACAY,20305,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1058,1427,714,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,HUAYLLACAYAN,20310,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,692,1003,502,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,HUASTA,20311,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,827,1343,672,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,MANGAS,20313,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,246,427,214,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,PACLLON,20315,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,588,897,449,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,20317,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,138,226,113,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,TICLLOS,20320,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,285,473,237,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,20321,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,709,1079,540,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,CANIS,20322,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,136,297,149,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,COLQUIOC,20323,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1243,1638,819,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,LA PRIMAVERA,20324,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,157,292,146,0,2021-06-08T13:48:00Z,95.0021
ANCASH,BOLOGNESI,HUALLANCA,20325,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3187,4630,2315,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,CARHUAZ,20401,40,40,0,1,41,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,9110,11667,5834,1,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,ACOPAMPA,20402,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1593,2011,1006,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,AMASHCA,20403,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1267,1573,787,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,ANTA,20404,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1630,2095,1048,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,ATAQUERO,20405,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1086,1531,766,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,MARCARA,20406,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,6406,7919,3960,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,PARIAHUANCA,20407,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,993,1250,625,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,20408,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1698,2100,1050,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,SHILLA,20409,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2348,3166,1583,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,TINCO,20410,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1944,2502,1251,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CARHUAZ,YUNGAR,20411,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1990,2569,1285,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CASMA,CASMA,20501,87,87,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,87,19934,25659,12830,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CASMA,BUENA VISTA ALTA,20502,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2778,3636,1818,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CASMA,COMANDANTE NOEL,20503,6,6,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1381,1703,852,1,2021-06-08T13:48:00Z,95.0021
ANCASH,CASMA,YAUTAN,20505,19,19,0,0,21,21,0,1,0,1,0,0,0,0,0,0,0,21,0,0,0,21,4253,5563,2782,2,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,CORONGO,20601,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,772,1167,584,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,ACO,20602,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,213,341,171,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,BAMBAS,20603,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,244,384,192,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,CUSCA,20604,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1486,2041,1021,0,2021-06-08T13:48:00Z,95.0021
ANCASH,CORONGO,LA PAMPA,20605,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,508,839,420,0,2021-06-08T13:48:00Z,95.0021
